131	-71
-17	2
59	-22
22	-116
37	77
-83	134
-7	-117
-122	-156
-179	-16
-119	34
192	178
130	-20
79	-4
144	-176
9	80
63	190
117	-27
52	98
191	183
197	156
127	-2
-146	107
109	-144
14	181
128	-125
-23	-80
34	0
23	-73
-112	60
-26	-130
97	117
104	-192
-196	-89
15	-11
147	114
31	-10
133	53
-123	-116
35	-55
-91	78
-174	45
58	72
119	4
183	-163
-85	1
180	-21
68	-69
38	68
-149	-41
164	-24
91	-8
-71	14
-161	34
-120	-33
2	-41
13	144
45	-3
188	-72
21	185
-82	56
7	-34
-29	43
113	-31
-65	130
168	101
-98	30
-59	27
-21	132
31	13
107	-109
-24	-111
-89	135
44	53
-84	-148
107	-13
-86	184
-109	-139
52	46
154	111
184	60
138	27
49	21
99	-66
-195	-35
74	-110
-115	155
166	161
63	-112
-31	117
-89	94
-85	10
13	-156
88	191
12	112
131	100
181	-77
-33	-182
57	116
-87	-99
-163	76
-72	191
-101	-72
4	-194
138	-165
149	-198
-92	70
67	-88
32	-108
-60	58
55	40
49	126
63	-69
178	-111
-37	-86
-139	-41
-33	-84
171	-198
152	-180
89	47
35	56
55	130
108	-199
-119	169
-98	124
-170	7
74	114
-195	77
-31	148
-177	168
31	-128
-101	160
-195	90
-110	120
-37	145
131	-179
133	97
-179	-121
192	85
22	-146
-18	-39
-84	35
-142	-187
-116	-44
-103	-117
-77	-154
-113	-143
185	-131
-90	-115
-71	38
184	-43
-90	-147
-18	-29
75	-132
123	172
189	-15
72	159
-13	174
-49	103
117	-36
-163	-16
-115	161
151	88
162	46
2	-173
-126	-189
73	-136
130	125
117	-4
-157	53
-5	-125
-31	111
-123	27
57	199
91	-56
-104	-177
140	-51
-29	-194
155	-168
177	190
70	-64
-155	3
141	-46
-95	-101
150	168
-161	-95
-4	118
-190	-161
-48	111
-28	21
-78	-14
24	-86
-32	10
-195	52
44	-125
-78	-83
-148	-75
36	77
36	-10
-74	7
-169	68
-17	-170
71	59
-6	76
-89	112
-143	92
31	110
-178	-141
-185	-3
-193	-140
55	25
95	65
9	125
24	-135
42	136
-51	81
-174	100
-12	65
-103	-32
-3	65
-51	-13
48	-121
-123	-61
-127	87
132	-166
-174	88
-178	-118
-143	64
129	-57
-106	56
-154	53
191	-104
147	-115
0	-121
117	-180
3	10
-60	-187
-67	-129
-52	-24
-111	-142
0	120
92	90
77	161
21	-27
-187	184
-169	-57
159	46
89	105
169	-41
-87	20
-164	-21
-160	80
157	-170
182	56
-130	111
-87	-136
34	143
35	189
-179	65
-42	-82
23	153
158	171
19	68
190	61
104	-15
122	-186
-159	34
144	21
-185	74
-137	95
-86	-61
-92	-190
25	-123
-115	57
-182	-194
136	-183
-56	-176
157	-154
-146	45
-70	15
121	-193
-49	-21
183	189
-140	-181
-5	-130
-136	-143
65	90
95	-40
-142	97
151	101
-141	-141
137	103
-175	-177
-198	185
-148	29
-131	-10
87	-163
160	-126
-73	-169
6	32
-13	-176
-22	105
56	-188
5	185
24	-59
143	53
-98	185
-131	139
-187	167
-185	-9
-22	-43
-20	-133
42	165
195	159
-107	-99
-168	-147
-93	-118
1	148
-105	14
-89	120
193	72
17	-148
164	-17
-71	35
62	35
-94	-176
91	-66
116	156
-188	-35
-45	-148
-20	173
-67	73
-69	70
-15	-164
187	88
145	52
-15	-42
144	35
-6	-193
-122	29
-143	109
-33	13
-17	-105
-109	114
-76	-19
-187	98
68	20
82	-75
-165	169
122	-79
3	128
104	87
76	-22
25	-79
92	41
-14	104
124	125
-199	92
86	-30
-200	-136
190	64
-50	27
-40	192
-142	51
-125	42
7	121
-90	-174
-158	47
-47	200
-25	14
85	181
-149	67
-86	-198
119	-35
96	36
-9	-29
-167	116
-178	-168
120	-60
-144	-14
-146	53
-161	105
82	172
125	-101
163	21
-123	-136
-93	-90
150	-181
49	43
4	103
-192	-97
12	-129
-67	80
-140	-44
-194	-76
-5	-96
131	-10
146	48
60	-127
-164	200
141	132
-135	130
-64	192
16	-99
182	-174
-38	97
-53	-193
70	-77
58	-142
1	-184
-181	-194
-20	78
143	-70
78	-199
99	-37
-22	-163
-165	-123
47	-39
-63	-45
159	176
166	38
190	-82
110	-160
18	200
-177	103
113	60
190	-110
121	-120
-83	6
1	-39
77	-195
18	76
40	33
-176	-172
-28	-160
140	130
-18	-33
-186	75
135	-29
-119	-38
-13	59
115	-165
175	-153
61	-56
39	8
-64	117
-133	-2
43	-178
129	-33
65	45
-80	-175
-44	-109
-23	-199
-168	-54
124	50
119	-154
184	18
-197	-61
-114	-195
-61	151
-116	-109
53	49
-1	47
49	-193
87	-131
-142	38
29	200
164	128
-101	10
-136	61
129	-100
-120	-111
150	-142
-17	-179
-97	-87
122	24
-159	148
-9	43
165	-3
-112	-140
-127	-67
-11	-198
44	-119
192	104
58	-23
186	105
52	147
-142	-5
107	150
-17	63
11	-75
-121	180
109	-51
173	183
-124	2
150	56
-135	186
135	-20
-45	-125
189	-164
113	94
95	81
177	94
-113	-8
142	-173
-131	108
-149	119
56	-187
90	-64
114	111
189	172
145	66
-71	-161
-165	53
-152	138
199	197
34	-180
-25	-199
-2	-26
-127	184
45	87
-48	-94
50	-102
-136	190
91	96
-40	-117
186	109
-16	-21
93	144
-53	24
61	103
-54	148
-176	186
-27	-103
103	150
-168	-60
-187	-174
-187	149
-84	39
183	45
74	197
-149	166
175	-15
197	31
20	86
-166	-137
-154	-78
-172	-121
-116	-134
69	-158
-52	53
172	-41
-135	-148
-160	-191
-109	-75
47	82
70	-110
90	143
129	125
102	-105
-133	-62
152	79
174	138
-2	-69
27	0
-180	102
158	-133
-25	138
-26	-51
-86	-17
-173	-90
128	-29
-152	-25
60	-67
132	-1
-106	-117
28	-127
108	35
189	52
185	190
-5	142
25	1
-102	100
178	118
135	198
177	-189
117	132
103	54
-146	63
-158	-124
-129	32
92	-49
-11	-154
103	17
165	33
35	-102
7	-171
12	-86
99	-24
100	48
-78	33
-71	11
-64	-26
24	-192
5	69
60	-38
-104	5
200	-149
-12	30
129	-156
-10	-26
9	-157
137	-160
-73	189
78	-103
10	-151
14	168
69	156
-109	107
-113	110
199	-8
175	-109
-132	-192
-198	17
-120	64
-150	79
-200	-134
-20	-57
102	64
-77	81
25	90
0	109
2	118
104	-157
-113	53
153	168
156	176
95	134
-87	123
60	-61
-172	128
-26	-194
-159	-63
197	172
-35	118
24	-52
-175	88
-143	33
86	-199
-130	79
-154	-105
125	-135
184	21
41	17
-54	-156
173	158
-75	103
160	-5
32	-37
-11	-194
1	120
-77	18
112	-159
-84	-46
-1	-104
-123	167
135	94
-200	75
-198	-170
110	139
196	2
152	98
-119	-112
-114	-57
16	-23
-77	-25
93	114
0	164
23	15
77	31
194	-179
173	-43
-102	34
76	-14
13	-58
157	58
-117	-109
-152	102
188	12
-147	127
78	117
-168	176
135	89
69	-194
106	37
-184	67
84	-159
79	-14
-57	-186
-50	-40
153	134
-78	15
-34	104
-117	17
39	-103
180	-161
189	-91
-151	-37
-86	-112
171	22
22	-88
-52	74
188	12
161	-177
50	16
191	-92
-165	-148
-147	-52
-77	173
-173	149
-196	108
-20	-157
-175	-150
74	-17
28	-122
136	-191
128	198
-183	170
-150	123
129	-99
53	-48
76	-119
-141	164
-132	9
-155	1
162	62
-108	-167
61	-143
-36	16
6	46
-200	34
76	-74
67	-65
-59	-199
-198	-95
-86	63
115	179
-196	169
-159	106
144	-9
160	187
92	-43
-131	-132
-37	-75
148	-134
-25	99
182	134
-7	-172
11	-162
71	-18
84	142
162	7
-28	51
-125	-73
2	9
-161	179
-166	56
25	-127
-29	-143
-15	-159
-97	-188
167	-179
59	-93
-16	-126
88	89
-60	-43
-55	-40
23	195
11	71
120	-112
-82	72
77	-4
31	102
-106	46
196	157
-165	93
-193	-38
63	-113
-119	160
44	95
152	-133
11	-157
28	78
111	-144
15	-62
43	193
149	89
-152	152
-40	188
-59	-141
-196	-121
115	-178
-53	3
-137	-54
-157	-96
-167	99
-115	-114
174	55
116	73
-28	-160
-78	-46
158	-63
9	128
-91	-98
-19	156
124	-22
190	-59
198	-80
169	-178
-100	4
109	124
-181	63
-63	15
42	-195
-126	-186
43	-59
-93	-175
163	162
-143	197
-79	81
-104	129
66	34
-194	32
96	-188
145	39
-134	188
141	-64
194	-148
31	89
-48	-90
-28	56
-104	184
185	95
-25	85
-82	5
-107	-1
94	101
20	-146
39	-36
-116	105
181	130
-94	-166
165	185
-114	12
14	-45
-108	110
-176	-13
177	-188
77	194
169	-125
36	-97
127	49
-16	42
119	-150
-186	-78
-58	-155
43	199
-90	-89
89	168
-68	-200
48	-165
42	116
-80	-130
72	-11
89	-135
20	136
106	-40
-70	-191
-164	-107
-200	-23
-117	-71
-168	11
57	-196
-2	116
-132	-18
-103	-27
192	15
-156	31
183	-173
101	-108
-101	-151
-172	23
-133	-76
194	-181
157	-1
22	-39
-117	-83
45	-137
39	89
-54	-100
-12	-175
146	65
-103	172
-172	161
-64	-103
-15	116
-71	-191
72	-154
12	182
168	126
-103	32
12	4
143	190
114	-173
165	2
72	-172
184	-67
36	-61
-186	73
-73	58
-43	86
-39	91
-180	9
-15	42
-166	-20
21	-136
37	49
165	-45
150	-32
-125	-87
131	-147
-155	-50
-199	-49
139	111
22	8
-196	-10
122	70
-190	-80
95	-61
-170	-11
147	-109
169	185
18	-139
-12	-180
20	-93
-143	-119
129	-117
-148	-192
109	116
174	43
-192	36
-5	55
-61	73
-175	15
93	70
119	4
124	-34
-110	100
-36	98
66	-61
-94	124
-35	-68
-40	-35
184	-22
-181	130
15	-114
2	-140
14	92
5	173
70	46
-200	-157
-101	105
4	5
-16	-198
108	-195
102	30
112	87
-176	94
-111	-154
-31	3
20	44
152	70
72	-124
70	-169
-72	61
-109	-192
-186	96
190	108
-76	-185
-134	68
194	13
54	-153
-40	-10
122	75
-197	184
-138	21
44	-118
-68	-54
-4	-23
-115	29
-34	25
42	-157
106	-133
-199	71
42	-41
82	-62
-48	154
123	-197
188	-100
-135	128
198	-100
20	-16
-10	113
-25	143
57	-48
-49	105
-196	139
-36	-117
193	-5
95	115
-73	-179
161	-103
-9	175
-150	-119
-56	118
-147	-135
68	39
113	-176
23	-199
-150	113
102	-120
68	-82
4	-102
-54	-152
-63	-44
145	103
-175	196
34	26
-63	-118
128	-37
148	37
-143	-153
-3	-45
149	44
-138	-140
-11	-16
190	110
-130	-132
-61	67
-178	-31
-118	172
-98	58
-167	44
-160	148
103	50
26	-53
133	-100
49	-135
15	-92
-185	144
115	-22
88	-156
-111	61
125	-137
-154	-49
-93	-159
41	-101
63	-169
-89	151
150	-64
-133	17
72	-150
5	182
-3	-70
-36	0
129	-199
-32	38
-93	178
61	119
-149	175
-134	-114
-18	-58
-126	-65
32	12
-55	-140
193	-17
-33	-66
130	-23
-166	159
-172	-144
59	173
53	90
-139	42
-189	72
81	-200
-135	164
-188	55
-142	-97
-136	-140
76	-140
-68	167
100	-106
-96	-157
-75	-65
25	120
116	119
-69	107
125	200
83	-1
-143	-45
170	75
103	26
-5	186
44	-150
5	-158
174	89
-134	-191
107	-144
-82	101
89	-43
-53	135
195	17
-49	53
-51	91
-100	-105
2	-164
-34	-36
-42	-55
-99	32
171	-95
-26	-69
151	187
169	-19
53	91
-105	-194
-100	148
-153	61
182	-178
89	-123
-118	-80
147	-123
158	-122
108	-13
-53	-78
6	-187
-139	93
-90	32
194	-54
-49	93
129	195
35	102
-99	189
185	178
117	89
-148	-159
-138	47
-14	-11
-156	-31
196	61
-98	141
115	-48
-119	-102
30	-80
-34	-95
-12	-66
-109	53
183	144
19	143
-196	102
-35	107
-54	-70
54	172
55	-162
-163	173
-14	143
-54	122
189	96
-200	144
191	99
0	19
-118	72
-55	-157
146	-177
-38	-66
-68	139
43	165
26	-135
35	-48
139	-151
-82	-154
52	-53
-123	-152
-72	-153
-186	-164
-143	-38
-157	11
17	-54
65	-21
3	-8
-3	113
198	-134
19	-177
102	26
56	-98
-7	40
124	-5
-75	4
-199	11
200	173
-156	-7
129	47
-163	6
-35	-7
135	106
145	-81
-167	-15
-44	-167
-83	67
-130	27
-5	-182
137	-80
172	-25
-94	65
87	-180
-10	-126
46	-128
-164	-51
75	-19
-45	46
-18	97
-52	151
-195	-57
178	53
187	-22
140	84
124	93
198	173
114	195
-173	-196
-33	127
-164	90
-47	-84
36	-165
147	-129
20	31
-163	-155
-160	-196
17	117
8	166
176	79
97	-54
-61	151
-186	-139
-84	-129
89	-39
-185	-165
-159	62
116	-67
-98	87
-190	-20
21	-119
-173	-109
92	-28
29	64
-145	182
27	44
-133	73
90	10
6	159
192	48
-146	-89
49	100
-91	156
146	-40
-30	-102
66	125
135	-38
-58	39
-26	-175
31	-64
85	-176
-1	4
81	4
-157	170
-18	172
-147	-34
27	-112
24	52
-35	-68
-21	-7
141	-120
107	-78
-130	-124
-77	-163
-179	-182
54	76
24	-177
25	6
-54	-198
-58	140
-176	-115
-158	-109
86	-30
138	-23
177	-93
127	-125
-57	199
-138	186
-23	-100
52	-191
42	166
19	-103
-117	-94
-187	68
-33	-116
56	77
-142	-47
-27	-120
-37	-91
167	71
127	121
-3	-44
128	-27
18	2
127	-5
119	-57
-157	-16
200	-197
-6	-53
-180	12
-131	-101
13	112
-24	13
28	174
-114	26
26	56
197	-148
119	-97
-68	-116
-63	-162
-104	199
193	71
199	-98
37	-194
-159	-33
-41	150
152	-119
112	95
-145	29
-9	-53
-92	98
76	77
78	7
-171	90
62	15
-167	-175
32	-50
144	-100
-116	-154
-90	149
35	-119
-138	-137
91	-121
-186	76
152	110
172	-56
-31	195
164	55
-59	153
20	-162
-169	92
165	-129
73	-34
-4	-179
136	21
166	-23
-127	-95
152	175
117	-101
-160	-35
100	77
-34	101
7	-111
49	96
134	-84
-107	-199
151	-195
-136	-12
57	137
52	186
-42	25
0	-27
86	-26
133	-29
-62	-116
196	141
28	46
90	28
48	8
200	123
-4	-121
-96	-33
-74	0
-121	126
-20	73
-119	159
-47	-144
41	87
0	136
182	27
189	-26
116	135
-160	-58
-71	21
119	27
-116	-66
-44	142
170	-47
47	-146
-144	97
-91	-161
108	-129
31	-133
131	129
122	-38
-38	-98
-95	85
-44	66
68	-54
164	-8
-31	-4
157	-160
-199	182
74	-12
-39	96
41	-97
-165	-5
-108	-79
80	-28
-35	169
-56	-6
15	129
184	33
-185	58
199	106
186	27
-143	84
114	132
197	-187
88	-56
-2	190
76	160
-180	-14
-8	19
139	125
-55	37
154	98
-188	134
-86	-184
-186	73
-69	-88
111	-55
111	54
-38	-132
48	-157
-86	-63
-177	-71
105	118
-86	19
-137	108
171	15
-45	67
-20	-20
166	-104
-77	-185
102	-36
-121	-50
-159	120
-4	24
-42	-175
-103	55
126	-188
-44	-13
124	137
-167	-34
177	-190
119	0
119	-129
157	-8
-160	68
-160	-57
-67	176
127	91
130	-144
167	-81
161	-143
-9	-65
18	113
72	-107
192	-139
87	-71
184	-80
-88	3
47	48
-58	-20
-79	-73
67	-10
-85	-153
-173	-108
-196	-103
-174	-159
-166	49
-22	108
-28	22
-106	9
85	8
-98	-22
46	144
134	-68
40	2
-127	117
171	-104
-177	173
188	-107
-160	-85
-68	-147
146	188
-169	-147
-84	-92
-178	-177
-78	-194
-125	-100
103	18
30	-159
-183	15
173	-179
21	151
176	107
34	-177
41	120
-108	22
112	-159
14	185
-49	13
-87	73
-101	48
-100	77
-93	-46
-156	-180
13	-176
115	-145
-129	-134
-177	-19
-39	175
-41	-92
18	-135
157	-186
75	-26
10	74
158	182
-192	44
-37	-187
111	-108
-129	-24
72	-97
97	112
-181	-49
5	-155
176	190
77	32
126	143
-59	-91
149	48
-189	131
143	196
-104	179
-5	-120
36	-59
-40	96
-144	171
70	-85
2	-52
47	-105
-38	-176
122	-69
158	-37
-185	2
-125	-193
8	128
-56	-172
-64	-145
-135	5
90	-17
122	-38
-123	200
-164	-92
146	-32
151	71
3	173
31	4
-113	149
-146	-177
199	58
104	137
122	54
184	65
-41	-151
19	-42
102	-45
120	-174
-198	-135
-196	-167
-40	-88
32	-48
165	-27
-59	41
1	23
128	-124
-166	-27
-65	-196
-121	20
112	-98
-61	-143
-102	1
120	2
181	186
-57	176
171	-100
169	-78
11	35
9	-105
108	72
155	-191
-108	-53
-192	146
-133	-20
24	-136
143	-115
-58	-91
-168	183
-181	56
-109	-72
-52	-30
-20	37
27	47
47	-135
90	-185
160	102
192	99
-91	133
37	137
115	-183
39	-128
192	145
-38	190
195	-116
-113	39
45	160
-198	-137
163	200
-115	75
-194	-15
-50	186
-6	-71
-10	13
190	179
-138	-15
-146	10
-40	167
138	28
34	-89
-123	106
194	73
107	109
-7	38
128	4
1	152
-26	-106
-29	-17
198	109
126	100
15	42
61	-137
66	-190
14	-90
136	-44
-174	47
-127	31
175	75
140	-149
-161	21
89	153
-75	-15
138	123
-167	-95
96	-80
-65	7
-179	14
-8	-147
-145	-57
-134	-9
-117	185
-101	-77
-22	155
114	78
24	180
-62	93
22	-198
17	174
178	-64
174	144
-105	-78
104	-196
-65	-153
155	159
136	-124
-198	155
190	115
-80	-78
102	-131
-107	-12
-107	101
15	-97
180	-20
-1	-116
173	-120
24	-194
25	-36
-59	-16
-123	-38
52	39
-21	29
-143	136
-164	-183
-104	-124
-167	-88
107	124
164	-198
-99	-71
33	88
61	92
-29	-67
115	86
-36	10
-96	84
71	13
30	184
-100	38
29	177
-168	-188
-52	171
0	-163
-93	200
174	-159
134	-112
-197	104
-180	-17
104	-31
-94	197
79	3
34	193
152	-86
179	-168
-160	-115
-71	-55
-90	-75
-45	0
-69	-130
-159	54
-127	-198
-141	121
-109	-77
-175	-21
-106	-72
-65	156
-80	166
57	188
6	81
-95	-193
192	-23
-129	7
-36	-96
-139	-48
126	-48
108	-11
53	167
-143	33
147	118
97	-148
23	-135
-50	200
18	-44
-26	-2
59	88
18	141
39	165
28	-154
-7	13
160	-77
16	-30
179	-62
30	36
161	-46
129	-69
-180	156
-164	-95
-69	143
-21	81
53	-152
-78	-166
185	-11
181	-125
22	-131
158	-94
167	-179
-66	-186
22	-166
-93	-78
-180	106
139	85
186	76
-52	144
11	-49
155	11
94	-160
-46	159
143	-9
200	19
-49	62
-100	58
130	53
200	184
-47	89
-51	143
107	-76
176	-45
19	-42
-19	-163
-187	88
-146	-37
50	-182
26	33
101	160
-89	-7
98	121
17	55
110	61
68	51
99	189
-186	-10
-120	93
-86	82
98	-150
-107	34
72	131
-168	114
164	113
40	-184
28	-66
-91	187
-170	-22
8	-126
67	137
124	132
-132	-70
-22	-74
-115	-143
76	-87
116	-81
75	-37
-84	114
-96	14
-38	187
155	-107
107	-93
-161	-108
-122	-195
140	139
-64	-54
-154	-80
-190	-195
191	19
-48	110
158	103
173	146
-33	-135
-71	-187
110	22
108	39
36	-64
-174	-75
-121	183
-53	131
191	151
-75	133
182	150
-128	-60
-26	-6
91	172
-133	-96
-81	-191
6	-178
-96	65
117	-90
74	-4
58	-192
-110	173
-29	3
-186	-101
-99	-189
165	30
168	-154
-105	-113
143	148
-144	0
-199	38
116	-15
7	-116
-1	-163
117	-77
78	65
-4	26
-12	-107
71	77
186	-185
133	4
164	199
-183	-24
168	-189
-92	178
